,gameId,playId,nflId,frameId,frameType,jerseyNumber,club_x,event,inMotionAtBallSnap,shiftSinceLineset,motionSinceLineset,wasRunningRoute,routeRan,yardsToGo,possessionTeam,defensiveTeam,yardlineNumber,absoluteYardlineNumber,pff_manZone,position,o_std,dir_std,x_std,y_std,s_std,a_std,dis_std,los_std,num_qbs,num_rbs,num_tes,num_wrs,num_lbs,num_dbs,playerType,delta_x,delta_y,delta_s,delta_a,delta_dir,delta_o,distFromLOS,numWRsLeft,numWRsRight,club_y,x_ball,y_ball,distFromBall,fieldSide,nflId_closest_DEF,min_def_distance,expectedPointsAdded,max_speed,mean_speed,motionType_orig,offenseFormation_orig,motionType_fly,motionType_jet,motionType_orbit,motionType_other,motionType_return,motionType_short,is_EMPTY,is_I_FORM,is_JUMBO,is_PISTOL,is_SHOTGUN,is_SINGLEBACK,is_2x1,is_2x2,is_3x1,is_3x2,is_4x1,down_1,down_2,down_3,down_4,quarter_1,quarter_2,quarter_3,quarter_4
10,2022091108,3599,48489.0,78,SNAP,13.0,NYG,ball_snap,True,False,True,1.0,OUT,1,NYG,TEN,1,109,Man,WR,92.44999999999999,35.14999999999998,107.76,21.22,0.83,2.09,0.09,109,1,1.0,1.0,3.0,3.0,4.0,WR,,,,,,,1.2399999999999949,3,1,football,109.699996948242,26.3700008392334,5.1500008392334,right,43353.0,3.110884118703229,-0.11847487309326736,9.76,4.587285738339788,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
11,2022091112,133,40488.0,150,SNAP,19.0,MIN,ball_snap,False,True,True,1.0,GO,5,MIN,GB,39,49,Man,WR,83.55000000000001,33.51999999999998,47.77,44.89,0.58,2.4,0.05,49,2,2.0,2.0,6.0,4.0,10.0,WR,0.0800000000000054,5.119999999999997,-1.25,-1.4700000000000002,-325.96000000000004,31.49000000000001,1.2299999999999969,3,1,football,48.0200004577637,29.8500003814697,-15.039999618530299,left,46087.0,1.4270599146496934,-0.19950773452486167,9.92,4.068782136231116,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12,2022091111,475,47932.0,168,SNAP,13.0,LV,ball_snap,True,False,True,1.0,OUT,6,LV,LAC,46,56,Man,WR,264.17,189.0,61.58,18.553333333333335,3.66,1.75,0.38,64,2,2.0,2.0,6.0,2.0,12.0,WR,-0.05000000000000426,-10.720000000000002,-0.6399999999999997,-0.71,15.950000000000045,85.37000000000006,2.4200000000000017,3,1,football,64.43000030517581,23.593333562215136,5.0400002288818015,right,47913.0,6.748459083376003,1.4761695399388879,9.27,3.7685706058511865,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
13,2022091111,3479,47932.0,140,SNAP,13.0,LV,ball_snap,True,False,True,1.0,OUT,3,LV,LAC,40,70,Man,WR,280.75,350.27,47.61,30.273333333333337,2.07,0.81,0.21,50,2,2.0,2.0,6.0,2.0,12.0,WR,0.14000000000000057,1.9600000000000009,-0.8000000000000003,-0.28,179.90999999999997,87.41000000000003,2.3900000000000006,3,1,football,50.0899963378906,23.623334248860637,-6.6499990844727,left,42935.0,4.812660386937774,1.4761695399388879,9.27,3.7685706058511865,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14,2022091110,240,47839.0,172,SNAP,17.0,KC,ball_snap,True,False,True,1.0,GO,7,KC,ARI,27,37,Man,WR,276.93,208.82,82.25,43.11333333333334,0.45,0.37,0.04,83,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,0.75,3,1,football,81.59000015258789,23.473332722981734,-19.640000610351603,left,53565.0,6.9814898123538045,1.1843500671311622,10.19,4.7256135230451175,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
15,2022091110,269,44874.0,115,SNAP,9.0,KC,ball_snap,True,False,True,1.0,SCREEN,9,KC,ARI,9,19,Man,WR,183.27999999999997,169.10000000000002,94.23,27.303333333333335,5.49,2.94,0.55,101,2,2.0,2.0,6.0,4.0,8.0,WR,-3.509999999999991,2.5299999999999976,2.14,-0.9300000000000002,158.26999999999998,-154.88,6.769999999999996,3,1,football,99.5599994659424,29.643332799275736,2.3399994659424017,right,43376.0,10.101584034199783,-0.026045315804367614,9.38,4.157890251672507,orbit,SHOTGUN,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
16,2022091110,291,47839.0,122,SNAP,17.0,KC,ball_snap,True,False,True,1.0,CROSS,9,KC,ARI,9,19,Man,WR,280.33,196.62,97.89,23.543333333333337,1.38,2.56,0.14,101,2,2.0,2.0,6.0,4.0,8.0,WR,-0.8200000000000074,-12.939999999999998,-0.44000000000000017,1.2,38.15999999999997,47.870000000000005,3.1099999999999994,3,1,football,99.1700000762939,29.453334172566734,5.910000839233398,right,53565.0,8.195395048440313,1.1843500671311622,10.19,4.7256135230451175,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
17,2022091110,913,48646.0,125,SNAP,83.0,ARI,ball_snap,True,False,True,1.0,SCREEN,10,ARI,KC,35,45,Man,WR,186.57,174.16999999999996,72.81,41.25333333333334,4.03,1.49,0.41,75,2,2.0,2.0,6.0,2.0,10.0,WR,-0.44999999999998863,-4.079999999999998,3.12,-1.95,3.839999999999918,-48.59000000000003,2.1899999999999977,3,1,football,73.81999969482419,23.403333028157537,-17.8500003051758,left,52546.0,6.180809008536026,-1.1102694140863614,8.75,3.734158171838244,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
18,2022091110,1163,47839.0,50,SNAP,17.0,KC,ball_snap,True,False,True,1.0,FLAT,2,KC,ARI,49,61,Man,WR,63.59000000000003,354.80999999999995,58.68,22.87,3.16,4.84,0.34,61,2,2.0,2.0,6.0,4.0,8.0,WR,-0.5700000000000003,3.7600000000000016,-1.21,0.4399999999999995,1.42999999999995,-294.28999999999996,2.3200000000000003,3,1,football,61.0999984741211,29.9799995422363,7.109999542236299,right,46674.0,3.4201315764163205,1.1843500671311622,10.19,4.7256135230451175,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
19,2022091110,1232,44874.0,98,SNAP,9.0,KC,ball_snap,True,False,True,1.0,SLANT,3,KC,ARI,19,91,Man,WR,84.0,15.75,89.24,41.65,1.0,1.62,0.11,91,1,1.0,2.0,2.0,2.0,4.0,WR,,,,,,,1.7600000000000051,3,1,football,91.2099990844727,23.9200000762939,-17.7299999237061,left,53565.0,2.929044212708304,-0.026045315804367614,9.38,4.157890251672507,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
20,2022091110,1908,48646.0,108,SNAP,83.0,ARI,ball_snap,True,False,True,1.0,CROSS,10,ARI,KC,42,52,Man,WR,1.8899999999999864,7.779999999999973,64.7,24.523333333333337,7.45,0.71,0.75,68,2,2.0,2.0,6.0,2.0,10.0,WR,-0.9899999999999949,6.09,3.5500000000000003,-3.4699999999999998,-1.1399999999999864,-333.57000000000005,3.299999999999997,3,1,football,67.7099990844727,29.573333104451535,5.049999771118198,right,54486.0,7.406301371129852,-1.1102694140863614,8.75,3.734158171838244,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
21,2022091110,2000,48646.0,110,SNAP,83.0,ARI,ball_snap,False,False,True,1.0,FLAT,2,ARI,KC,34,44,Man,WR,267.4,190.44,71.8,32.153333333333336,0.23,0.62,0.02,76,1,1.0,2.0,2.0,1.0,5.0,WR,,,,,,,4.200000000000003,3,1,football,76.06999969482419,29.363334019978836,-2.7899993133544996,left,47984.0,8.348652585896714,-1.1102694140863614,8.75,3.734158171838244,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
22,2022091110,2531,47839.0,101,SNAP,17.0,KC,ball_snap,True,False,True,1.0,CROSS,1,KC,ARI,1,109,Man,WR,100.35000000000002,187.5,106.13,35.62,7.48,2.45,0.73,109,2,2.0,6.0,2.0,2.0,8.0,WR,-1.2800000000000011,-4.740000000000002,6.890000000000001,1.7000000000000002,-28.519999999999982,2.410000000000025,2.8700000000000045,3,1,football,109.410003662109,30.0100002288818,-5.609999771118197,left,47816.0,5.0124345382259206,1.1843500671311622,10.19,4.7256135230451175,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,2022091110,2869,47839.0,92,SNAP,17.0,KC,ball_snap,True,False,True,1.0,FLAT,2,KC,ARI,2,108,Man,WR,326.5799999999999,356.56999999999994,105.54,25.56,7.66,1.68,0.77,108,2,2.0,4.0,4.0,6.0,8.0,WR,-0.9299999999999926,8.349999999999998,4.77,-5.050000000000001,353.35999999999996,304.2299999999999,2.4599999999999937,3,1,football,107.01000213623,23.6800003051758,-1.8799996948241997,left,44848.0,5.135065724993204,1.1843500671311622,10.19,4.7256135230451175,jet,SHOTGUN,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,2022091109,163,46116.0,103,SNAP,13.0,JAX,ball_snap,True,False,True,1.0,GO,10,JAX,WAS,50,60,Man,WR,359.69,358.53,56.54,30.703333333333337,7.76,1.33,0.77,60,2,2.0,4.0,4.0,2.0,10.0,WR,-0.7199999999999989,8.21,5.16,-2.8200000000000003,343.58,42.81999999999999,3.460000000000001,3,1,football,59.7799987792969,29.423333485921237,-1.2799998474120997,left,47956.0,7.496752630306009,0.6235973954963907,9.92,4.7156314496314495,jet,SINGLEBACK,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
25,2022091109,587,44849.0,115,SNAP,7.0,JAX,ball_snap,True,False,True,1.0,CROSS,5,JAX,WAS,30,80,Man,WR,306.56,351.69,37.980000000000004,18.35333333333334,2.69,1.6,0.28,40,2,2.0,2.0,6.0,2.0,12.0,WR,-0.01999999999999602,6.300000000000004,-0.3500000000000001,-0.6699999999999999,346.72999999999996,-34.94,2.019999999999996,3,1,football,39.1699981689453,29.533334096272835,11.180000762939496,right,43313.0,3.187098994383445,0.14457337519706942,10.09,4.6615711947626846,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
26,2022091109,839,44852.0,136,SNAP,10.0,WAS,ball_snap,True,False,True,1.0,CROSS,5,WAS,JAX,45,55,Man,WR,137.5,168.77999999999997,51.94,24.16,2.06,1.42,0.21,55,2,2.0,2.0,6.0,4.0,10.0,WR,0.519999999999996,-1.8999999999999986,-0.5800000000000001,-0.7800000000000002,20.849999999999966,-40.440000000000055,3.0600000000000023,3,1,football,54.3800010681152,29.8199996948242,5.659999694824201,right,46456.0,5.051227573570607,-0.6064067902830983,10.14,4.000717774762551,short,EMPTY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
27,2022091109,1219,38696.0,180,SNAP,11.0,JAX,ball_snap,True,False,True,1.0,GO,5,JAX,WAS,30,40,Man,WR,65.20999999999998,74.77999999999997,38.72,17.36,0.65,1.0,0.07,40,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,1.2800000000000011,3,1,football,38.560001373291,29.8600006103516,12.500000610351602,right,53503.0,3.805916446797015,0.5704954677106217,9.22,4.143909916389463,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28,2022091109,1520,46116.0,71,SNAP,13.0,JAX,ball_snap,True,False,True,1.0,CROSS,10,JAX,WAS,32,78,Man,WR,354.70000000000005,349.74,74.23,24.81,6.43,1.33,0.63,78,2,2.0,2.0,6.0,2.0,10.0,WR,-0.22999999999998977,1.2199999999999989,0.39999999999999947,-1.02,1.8400000000000318,-1.5,3.769999999999996,3,1,football,76.3600006103516,29.8500003814697,5.040000381469703,right,53503.0,6.969548048474879,0.6235973954963907,9.92,4.7156314496314495,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,2022091109,1592,44849.0,91,SNAP,7.0,JAX,ball_snap,True,False,True,1.0,OUT,3,JAX,WAS,3,107,Man,WR,73.60000000000002,162.26,105.0,39.44,1.17,1.84,0.13,107,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.0,3,1,football,105.389999389648,29.7800006866455,-9.659999313354497,left,43373.0,5.188689622631134,0.14457337519706942,10.09,4.6615711947626846,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30,2022091109,2678,44852.0,150,SNAP,10.0,WAS,ball_snap,True,False,True,1.0,FLAT,2,WAS,JAX,43,53,Man,WR,63.420000000000016,19.870000000000005,49.96,30.48,2.1,0.72,0.21,53,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,3.039999999999999,3,1,football,52.4900016784668,23.9200000762939,-6.559999923706101,left,44926.0,4.293308747341614,-0.6064067902830983,10.14,4.000717774762551,other,EMPTY,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31,2022091109,3437,44852.0,115,SNAP,10.0,WAS,ball_snap,True,False,True,1.0,GO,10,WAS,JAX,25,85,Man,WR,354.88,357.64,31.540000000000006,34.763333333333335,6.69,1.55,0.68,35,2,2.0,2.0,6.0,4.0,10.0,WR,-0.5099999999999909,10.23,2.04,-2.3600000000000003,354.38,349.6,3.4599999999999937,3,1,football,34.930000305175795,29.493333180745434,-5.270000152587901,left,53462.0,5.664000353107321,-0.6064067902830983,10.14,4.000717774762551,fly,SINGLEBACK,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
32,2022091109,3797,44849.0,102,SNAP,7.0,JAX,ball_snap,True,False,True,1.0,CORNER,4,JAX,WAS,42,68,Man,WR,90.88999999999999,164.95000000000005,65.74,35.37,1.29,1.62,0.14,68,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.260000000000005,3,1,football,67.2099990844727,23.9500007629395,-11.419999237060498,left,53503.0,5.897423166095511,0.14457337519706942,10.09,4.6615711947626846,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
33,2022091109,4051,47859.0,106,SNAP,17.0,WAS,ball_snap,True,False,True,1.0,OUT,10,WAS,JAX,36,74,Man,WR,272.45,238.16000000000003,44.33,39.81333333333333,0.79,1.55,0.07,46,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,1.6700000000000017,3,1,football,44.0100021362305,25.933333714803037,-13.879999618530295,left,53462.0,4.423222806958751,1.8942422779509798,10.04,4.475282585768348,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,2022091109,4193,44852.0,80,SNAP,10.0,WAS,ball_snap,True,False,True,1.0,CROSS,8,WAS,JAX,24,34,Man,WR,243.66000000000003,198.47000000000003,82.97,33.04333333333334,1.14,6.4,0.08,86,1,1.0,2.0,2.0,2.0,4.0,WR,,,,,,,3.030000000000001,3,1,football,85.5,29.373334248860637,-3.6699990844726997,left,54492.0,7.5400265251522915,-0.6064067902830983,10.14,4.000717774762551,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,2022091107,511,44817.0,121,SNAP,84.0,NYJ,ball_snap,True,False,True,1.0,IN,9,NYJ,BAL,18,92,Man,WR,281.29,187.20999999999998,26.120000000000005,17.703333333333333,1.65,2.1,0.17,28,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,1.8799999999999955,3,1,football,27.690002441406193,29.503333409627235,11.800000076293902,right,44999.0,5.1428591269837405,0.6344856012631982,10.01,4.550117934830086,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
36,2022091107,846,46279.0,108,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,OUT,10,NYJ,BAL,25,85,Man,WR,259.31,345.53,32.55,34.61333333333334,2.34,2.63,0.24,35,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,2.450000000000003,3,1,football,34.730003356933594,23.683333714803037,-10.9299996185303,left,41240.0,4.43906521691223,0.05983110086974512,9.45,4.555235813744572,other,EMPTY,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
37,2022091107,1879,54475.0,51,SNAP,17.0,NYJ,ball_snap,False,False,True,1.0,CORNER,5,NYJ,BAL,27,83,Man,WR,87.56,321.29999999999995,80.84,19.18,0.07,0.83,0.01,83,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,2.1599999999999966,3,1,football,83.129997253418,29.7700004577637,10.5900004577637,right,44828.0,4.645621594576976,-1.0683134264769392,9.63,4.356589328844324,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
38,2022091107,2572,46279.0,96,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,FLAT,2,NYJ,BAL,39,71,Man,WR,291.91999999999996,350.1,46.41,17.753333333333337,2.01,1.83,0.21,49,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.5900000000000034,3,1,football,48.319999694824205,29.533334096272835,11.780000762939498,right,41240.0,3.4339044832377046,0.05983110086974512,9.45,4.555235813744572,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39,2022091107,2866,46279.0,57,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,SCREEN,10,NYJ,BAL,36,74,Man,WR,203.22000000000003,179.58000000000004,38.94,22.993333333333336,6.2,1.35,0.62,46,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,7.060000000000002,3,1,football,46.099998474121094,29.543332417806035,6.549999084472699,right,44999.0,12.068989187168913,0.05983110086974512,9.45,4.555235813744572,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
40,2022091107,2934,46279.0,65,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,CROSS,10,NYJ,BAL,40,70,Man,WR,343.8399999999999,354.15,66.74,20.16,6.97,0.74,0.69,70,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,3.260000000000005,3,1,football,70.2600021362305,23.8199996948242,3.659999694824201,right,44828.0,5.998341437430853,0.05983110086974512,9.45,4.555235813744572,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
41,2022091106,442,43454.0,125,SNAP,10.0,MIA,ball_snap,True,False,True,1.0,OUT,10,MIA,NE,45,55,Man,WR,3.2200000000000273,359.28,62.53,27.933333333333337,8.31,1.46,0.83,65,2,2.0,2.0,4.0,6.0,10.0,WR,-0.5499999999999972,12.410000000000004,4.24,-4.18,358.67999999999995,-332.27,2.469999999999999,3,1,football,65.2299995422363,23.633332570393836,-4.300000762939501,left,46212.0,6.25095992628333,-0.083112209674437,10.59,4.815274820143886,fly,I_FORM,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
42,2022091106,704,42363.0,84,SNAP,15.0,NE,ball_snap,True,False,True,1.0,SCREEN,11,NE,MIA,43,53,Man,WR,23.75,351.88,50.72,13.39,2.84,0.18,0.28,53,1,,1.0,4.0,1.0,6.0,WR,,,,,,,2.280000000000001,3,1,football,52.5099983215332,29.8999996185303,16.509999618530298,right,46312.0,4.187660444687464,1.2652109385002421,10.23,4.460850340136054,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
43,2022091106,704,42437.0,84,SNAP,14.0,NE,ball_snap,False,False,True,1.0,FLAT,11,NE,MIA,43,53,Man,WR,98.69999999999999,234.85000000000002,47.69,27.51,0.06,0.05,0.0,53,1,,1.0,4.0,1.0,6.0,WR,,,,,,,5.310000000000002,3,1,football,52.5099983215332,29.8999996185303,2.3899996185302967,right,46501.0,7.835336623272803,3.06470200570766,7.96,3.1133239038189533,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
